task,create,start,end,assignee,status,reopened,length,priority,platform,os,product,component,severity
1,11/11/2006 12:11,5/01/2008 17:17,3/03/2010 21:52,Frank,RESOLVED,0,671.1909722,P3,PC,Windows XP,Mylyn,Bugzilla,enhancement
2,11/18/2006 8:47,5/10/2009 14:30,5/26/2009 23:53,Frank,RESOLVED,0,16.39097222,P3,PC,Windows XP,Mylyn,Bugzilla,enhancement
